player_id,passer_player_name,mpy,inv_sack_rate,completion_rate,pfr,eyp,season,team,position
00-0028118,Ty.Taylor,13.419354838709676,0.9777777777777777,0.6888888888888889,0,9.039012345679012,2024,NYJ,QB
00-0037834,B.Purdy,13.226843100189042,0.9433051869722557,0.638118214716526,0.17043478260869566,7.961768870017945,2024,SF,QB
00-0039163,C.Stroud,12.8728813559322,0.935374149659864,0.6020408163265307,0.11804347826086957,7.249149659863946,2024,HOU,QB
00-0033873,P.Mahomes,11.799929552659393,0.9588394062078273,0.6385515069725589,0.9567391304347826,7.224723371111605,2024,KC,QB
00-0034857,Jos.Allen,11.685393258426966,0.9787234042553191,0.6312056737588653,0.020869565217391306,7.218952768975404,2024,BUF,QB
00-0031345,J.Garoppolo,12.170658682634736,0.9343955014058107,0.6260543580131208,0.45413043478260867,7.1196208307678015,2024,LA,QB
00-0033319,N.Mullens,12.085388994307396,0.9433293978748524,0.6221959858323494,0.1743478260869565,7.093347030773237,2024,MIN,QB
00-0037012,T.Lance,14.232142857142856,0.9444444444444444,0.5185185185185185,0.013695652173913043,6.969650205761316,2024,DAL,QB
00-0036212,T.Tagovailoa,11.503584229390684,0.9480225988700565,0.6305084745762712,0.375,6.8761096747422545,2024,MIA,QB
00-0029604,K.Cousins,11.298215511324635,0.9412660430715686,0.6338916684794433,0.9895652173913043,6.7412012042734935,2024,ATL,QB
00-0033077,D.Prescott,11.308664259927793,0.9432334241598548,0.6289736603088105,0.9476086956521739,6.709079702953555,2024,DAL,QB
00-0031503,J.Winston,12.487250172294964,0.9333597778659262,0.5755652518841728,0.5382608695652173,6.708268867573465,2024,CLE,QB
00-0026498,M.Stafford,11.6675219941349,0.9368255395683455,0.6133093525179855,0.9571739130434782,6.70373653303077,2024,LA,QB
00-0026143,M.Ryan,11.454148471615738,0.9353958143767059,0.6251137397634215,0.9458695652173913,6.6975702123114775,2024,ATL,QB
00-0036264,J.Love,11.396514161220045,0.9560585885486019,0.6111850865512646,0.15347826086956523,6.65931088774665,2024,GB,QB
00-0033106,J.Goff,11.447025695177743,0.9487621097954788,0.6116254036598485,1,6.642560295513175,2024,DET,QB
00-0033357,T.Hill,12.489583333333334,0.9085365853658537,0.5853658536585366,0.06152173913043478,6.642288816180844,2024,NO,QB
00-0035100,J.Browning,11.321637426900583,0.9104477611940298,0.6380597014925374,0.04847826086956522,6.57696591668523,2024,CIN,QB
00-0031280,D.Carr,11.056473829201103,0.9474821698724876,0.6276204884374321,0.9960869565217392,6.574834128002122,2024,NO,QB
00-0033537,D.Watson,11.978216473791699,0.907483552631579,0.6040296052631581,0.5189130434782608,6.565822611885392,2024,CLE,QB
00-0023459,A.Rodgers,11.342094284522322,0.9402410874583229,0.6147730187227489,0.8378260869565217,6.55612578731198,2024,NYJ,QB
00-0023459,Aa.Rodgers,10.947976878612716,0.9375,0.636029411764706,0.04934782608695652,6.528033088235294,2024,NYJ,QB
00-0034401,M.White,11.321428571428573,0.9602446483180428,0.5993883792048932,0.06130434782608696,6.516155579870759,2024,MIA,QB
00-0036389,J.Hurts,11.638009049773753,0.9346895074946466,0.5915417558886504,0.396304347826087,6.434746823544509,2024,PHI,QB
00-0034857,J.Allen,11.365375641623887,0.9456066945606691,0.5977684797768481,0.7695652173913043,6.424322636741884,2024,BUF,QB
00-0036355,J.Herbert,10.66748166259169,0.9488658208381392,0.6289888504421376,0.5556521739130434,6.366630644085817,2024,LAC,QB
00-0029263,R.Wilson,11.736524689031285,0.9149743360856951,0.5920553447891097,0.9643478260869566,6.357856706694999,2024,PIT,QB
00-0034796,L.Jackson,11.676390773405698,0.921906287545054,0.590308370044053,0.5330434782608696,6.354396922281909,2024,BAL,QB
00-0036442,J.Burrow,10.919011667810567,0.9238054240206628,0.6272061988807576,0.49521739130434783,6.326655398512578,2024,CIN,QB
00-0030565,G.Smith,10.921985815602838,0.925735294117647,0.622058823529412,0.2858695652173913,6.289554498269899,2024,SEA,QB
00-0033662,C.Rush,11.321678321678323,0.9552845528455285,0.5813008130081301,0.043695652173913045,6.287015004296385,2024,DAL,QB
00-0032268,M.Mariota,11.82017543859649,0.9199594731509619,0.5775075987841947,0.41934782608695653,6.279865197927666,2024,WAS,QB
00-0034855,B.Mayfield,11.677892449755563,0.9314768460575721,0.5760325406758449,0.685,6.265901349621945,2024,TB,QB
00-0035289,G.Minshew,11.202702702702704,0.9309309309309308,0.592592592592593,0.2073913043478261,6.180114047981919,2024,LV,QB
00-0035228,K.Murray,10.489051094890513,0.9376290788930194,0.6224700536968197,0.5165217391304348,6.121892957481192,2024,ARI,QB
00-0028986,C.Keenum,10.73417721518987,0.9452610238215916,0.6006082108464265,0.4191304347826087,6.094130878363221,2024,HOU,QB
00-0034771,M.Rudolph,10.58785942492013,0.9557692307692308,0.6019230769230769,0.10326086956521739,6.091190828402367,2024,TEN,QB
00-0035704,D.Lock,11.264392324093814,0.9528415961305925,0.5671100362756955,0.17,6.086894984713326,2024,NYG,QB
00-0027973,A.Dalton,11.072393300918423,0.934114665821983,0.5863161229014888,0.6765217391304348,6.06420021413416,2024,CAR,QB
00-0038122,D.Ridder,11.006211180124227,0.9264705882352942,0.5919117647058825,0.10847826086956522,6.035683391003464,2024,ARI,QB
00-0031800,T.Heinicke,11.017460317460316,0.9340761374187557,0.584958217270195,0.22434782608695653,6.019890872630996,2024,ATL,QB
00-0035264,J.Stidham,12.153846153846153,0.9120370370370371,0.5416666666666666,0.03717391304347826,6.004243827160493,2024,DEN,QB
00-0036971,T.Lawrence,10.51543739279588,0.9494845360824742,0.6010309278350517,0.41195652173913044,6.000840153044956,2024,JAX,QB
00-0036972,M.Jones,10.312288613303267,0.9393728222996516,0.6181184668989548,0.30217391304347824,5.987765300052203,2024,JAX,QB
00-0033869,M.Trubisky,10.488727858293071,0.9363855421686746,0.59855421686747,0.44130434782608696,5.8786961242560585,2024,BUF,QB
00-0026300,J.Johnson,11.155172413793103,0.9320388349514563,0.5631067961165049,0.035,5.854651710811576,2024,BAL,QB
00-0032950,C.Wentz,10.753861003861005,0.9327919350322036,0.5802296275553064,0.7665217391304348,5.820350012990073,2024,KC,QB
00-0026158,J.Flacco,10.240205523442514,0.9489443378119001,0.5976967370441459,0.5565217391304348,5.808049336688266,2024,IND,QB
00-0039152,W.Levis,12.134228187919463,0.900709219858156,0.5283687943262412,0.051521739130434785,5.774759820934562,2024,TEN,QB
00-0033936,C.Beathard,11.429411764705879,0.9142394822006472,0.5501618122977348,0.12456521739130434,5.748761533708277,2024,JAX,QB
00-0039164,A.Richardson,11.54,0.9247311827956989,0.5376344086021505,0.010434782608695653,5.737310671753959,2024,IND,QB
00-0035289,G.Minshew II,11.077181208053693,0.9330855018587361,0.5539033457249071,0.10717391304347826,5.725121266980834,2024,LV,QB
00-0036898,D.Mills,10.38501742160279,0.9344933469805529,0.5875127942681677,0.2026086956521739,5.701652857063537,2024,HOU,QB
00-0034869,S.Darnold,11.15092592592593,0.9237851662404092,0.5524296675191818,0.4152173913043478,5.690611128917267,2024,MIN,QB
00-0033119,J.Brissett,10.77879714576962,0.9245939675174015,0.5690255220417638,0.365,5.670914508427499,2024,NE,QB
00-0034577,K.Allen,10.734693877551017,0.922077922077922,0.5727272727272729,0.15760869565217392,5.668982965086861,2024,PIT,QB
00-0038579,A.O'Connell,10.325471698113208,0.9344262295081968,0.5792349726775956,0.06978260869565217,5.588685837140554,2024,LV,QB
00-0038108,B.Zappe,10.692708333333334,0.9071856287425148,0.5748502994011977,0.06282608695652174,5.576203879665818,2024,NE,QB
00-0038416,T.Bagent,9.138297872340427,0.9664429530201342,0.6308724832214766,0.022608695652173914,5.5716409170758086,2024,CHI,QB
00-0035282,E.Stick,10.135135135135135,0.9251336898395721,0.5935828877005347,0.030869565217391304,5.56564385598673,2024,LAC,QB
00-0035710,D.Jones,10.273232724384432,0.913063691306369,0.5853091585309161,0.4578260869565217,5.490267681709243,2024,NYG,QB
00-0038102,K.Pickett,10.024719101123598,0.9344692005242463,0.5832241153342068,0.15608695652173912,5.463521760863253,2024,PHI,QB
00-0028118,T.Taylor,10.855878634639698,0.9046624913013221,0.5504523312456506,0.3026086956521739,5.405940718722654,2024,NYJ,QB
00-0036945,J.Fields,11.547660311958404,0.8768248175182484,0.5264598540145985,0.22847826086956521,5.330550875113219,2024,PIT,QB
00-0037077,S.Howell,10.313283208020048,0.9029957203994292,0.5691868758915835,0.1426086956521739,5.300752338721328,2024,SEA,QB
00-0032434,B.Allen,10.812080536912749,0.926056338028169,0.5246478873239435,0.051956521739130436,5.253087185082322,2024,SF,QB
00-0037175,A.Brown,13.727272727272727,0.9038461538461539,0.423076923076923,0.0015217391304347826,5.249260355029585,2024,LV,QB
00-0037013,Z.Wilson,11.097345132743365,0.8978300180831825,0.5108499095840869,0.2306521739130435,5.08986818569761,2024,DEN,QB
00-0033949,J.Dobbs,9.35897435897436,0.9334565619223659,0.576709796672828,0.10782608695652174,5.038249835144747,2024,SF,QB
00-0035993,T.Huntley,9.192622950819674,0.9225181598062954,0.5907990314769975,0.08,5.010189424807556,2024,CLE,QB
00-0034955,B.Rypien,9.693877551020408,0.9385474860335196,0.5474860335195532,0.029130434782608697,4.981117942635999,2024,CHI,QB
00-0032436,J.Driskel,10.454148471615719,0.9016018306636155,0.5240274599542336,0.08521739130434783,4.939210028852851,2024,WAS,QB
00-0034899,J.Wolford,10.234375,0.9090909090909091,0.5289256198347108,0.01652173913043478,4.921111945905334,2024,TB,QB
00-0034177,T.Boyle,8.192982456140351,0.9487179487179487,0.5846153846153846,0.03260869565217391,4.544115713346483,2024,HOU,QB
00-0037327,S.Thompson,9.666666666666668,0.937888198757764,0.4844720496894409,0.025217391304347827,4.392345974306546,2024,MIA,QB
00-0036879,S.Ehlinger,8.953125,0.8782608695652174,0.5565217391304348,0.015217391304347827,4.376030245746692,2024,IND,QB
00-0039150,B.Young,9.133333333333336,0.8947368421052632,0.5348047538200341,0.11826086956521739,4.3703869180591575,2024,CAR,QB
00-0038476,T.DeVito,9.657894736842106,0.827906976744186,0.530232558139535,0.036956521739130437,4.239653866955112,2024,NYG,QB
00-0033958,N.Peterman,8.294117647058822,0.930635838150289,0.49132947976878616,0.02782608695652174,3.792475525410137,2024,NO,QB
00-0038128,M.Willis,10,0.825,0.4375,0.007608695652173913,3.609375,2024,TEN,QB
00-0038583,D.Thompson-Robinson,7.333333333333334,0.9487179487179487,0.5128205128205128,0.01565217391304348,3.5678281832127983,2024,CLE,QB
00-0035251,W.Grier,8.142857142857142,0.896551724137931,0.48275862068965514,0.002826086956521739,3.5243757431629006,2024,PHI,QB
